"subject","trial","native_language","word","class","frequency","length","correct","RT"
"T2",125,"Other","lettuce","plant",4.812184,7,"correct",827.999872169015
"T2",131,"Other","orange","plant",6.378426,6,"correct",857.999914639332
"T2",133,"Other","grape","plant",5.192957,5,"correct",894.000200994901
"T2",135,"Other","eagle","animal",5.117994,5,"correct",1157.00031563696
"T2",138,"Other","frog","animal",5.129899,4,"correct",721.999899719386
"T2",142,"Other","goat","animal",6.228511,4,"correct",908.999914392675
"T2",144,"Other","potato","plant",6.461468,6,"correct",964.999902207884
"T2",145,"Other","bee","animal",5.700444,3,"correct",755.999715608326
"T2",146,"Other","chicken","animal",6.59987,7,"correct",686.999799243275
"T2",149,"Other","leek","plant",3.332205,4,"correct",686.00025538009
"T2",151,"Other","carrot","plant",4.976734,6,"correct",738.000129444863
"T2",152,"Other","sheep","animal",6.577861,5,"correct",712.99970024467
"T2",157,"Other","owl","animal",4.859812,3,"correct",722.999839379231
"T2",158,"Other","snake","animal",6.120297,5,"correct",869.999815865712
"T2",159,"Other","avocado","plant",3.433987,7,"correct",900.999767894918
"T2",162,"Other","bunny","animal",3.332205,5,"correct",1136.99943860578
"T2",164,"Other","mushroom","plant",5.537334,8,"correct",733.000218517117
"T2",165,"Other","ant","animal",5.347108,3,"correct",675.000208661075
"T2",166,"Other","asparagus","plant",3.663562,9,"correct",831.999633236835
"T2",173,"Other","fox","animal",5.652489,3,"correct",694.000027408278
"T2",174,"Other","elephant","animal",6.063785,8,"correct",1371.00043932014
"T2",175,"Other","mouse","animal",5.805135,5,"correct",666.99996937428
"T2",178,"Other","cherry","plant",4.997212,6,"correct",1157.00031563696
"T2",179,"Other","donkey","animal",5.541264,6,"correct",791.000025495786
"T2",183,"Other","stork","animal",3.044522,5,"correct",978.000322706002
"V",23,"Other","stork","animal",3.044522,5,"incorrect",1013.99981327077
"V",25,"Other","eagle","animal",5.117994,5,"correct",1051.99958625095
"V",28,"Other","dog","animal",7.667626,3,"correct",617.999717291212
"V",29,"Other","clove","plant",3.663562,5,"correct",859.999665247169
"V",31,"Other","swan","animal",4.962845,4,"correct",938.999550023549
"V",32,"Other","ant","animal",5.347108,3,"correct",585.000089369371
"V",33,"Other","melon","plant",4.127134,5,"correct",661.000105858044
"V",35,"Other","wasp","animal",4.682131,4,"correct",738.000129444863
"V",36,"Other","shark","animal",5.880533,5,"correct",565.999955737
"V",39,"Other","snake","animal",6.120297,5,"correct",631.000086736501
"V",42,"Other","donkey","animal",5.541264,6,"correct",675.000208661075
"V",45,"Other","gull","animal",4.418841,4,"correct",659.000306762919
"V",46,"Other","radish","plant",3.044522,6,"correct",857.000069761706
"V",48,"Other","cucumber","plant",4.454347,8,"correct",837.999915796018
"V",52,"Other","pear","plant",4.727388,4,"correct",712.000063074676
"V",55,"Other","mouse","animal",5.805135,5,"correct",606.000008441996
"V",57,"Other","leek","plant",3.332205,4,"correct",737.000079456463
"V",60,"Other","goat","animal",6.228511,4,"correct",600.000206870348
"V",61,"Other","gherkin","plant",2.079442,7,"incorrect",881.000329550287
"V",63,"Other","pineapple","plant",3.988984,9,"correct",871.999630351448
"V",66,"Other","grape","plant",5.192957,5,"correct",634.000028886799
"V",67,"Other","tortoise","animal",4.624973,8,"correct",1159.00018156924
"V",69,"Other","dolphin","animal",4.007333,7,"correct",625.999767691382
"V",70,"Other","sheep","animal",6.577861,5,"correct",588.999891829225
"V",72,"Other","mustard","plant",4.442651,7,"correct",854.999599059164
"V",73,"Other","whale","animal",5.298317,5,"correct",660.000108886498
"V",74,"Other","eggplant","plant",1.791759,8,"correct",739.000058419281
"V",77,"Other","squirrel","animal",4.70953,8,"correct",891.999881738639
"V",78,"Other","pig","animal",6.660575,3,"correct",570.999880286431
"V",79,"Other","walnut","plant",4.49981,6,"correct",692.000030712573
"V",81,"Other","bee","animal",5.700444,3,"correct",556.999866360519
"V",83,"Other","peanut","plant",4.59512,6,"correct",627.000288023225
"V",84,"Other","orange","plant",6.378426,6,"correct",727.999964912814
"V",87,"Other","avocado","plant",3.433987,7,"correct",666.99996937428
"V",89,"Other","almond","plant",4.204693,6,"correct",682.000233350799
"V",93,"Other","squid","animal",3.970292,5,"correct",814.999907708702
"V",97,"Other","lion","animal",6.098074,4,"correct",628.999838535443
"V",99,"Other","butterfly","animal",5.214936,9,"correct",683.000095913157
"V",101,"Other","spider","animal",4.844187,6,"correct",573.999772512614
"V",106,"Other","elephant","animal",6.063785,8,NA,NA
"V",107,"Other","crocodile","animal",4.615121,9,"correct",836.999941000311
"V",108,"Other","cat","animal",7.086738,3,"correct",611.999827102481
"V",110,"Other","mole","animal",4.60517,4,"correct",703.999749264783
"V",112,"Other","cherry","plant",4.997212,6,"correct",721.999899719386
"V",117,"Other","lettuce","plant",4.812184,7,"correct",827.000252215446
"V",119,"Other","camel","animal",6.109248,5,"correct",940.000117251801
"V",121,"Other","bunny","animal",3.332205,5,"correct",755.00018931701
"V",122,"Other","frog","animal",5.129899,4,"correct",661.000105858044
"V",123,"Other","beaver","animal",3.951244,6,"correct",837.999915796018
"V",130,"Other","horse","animal",7.77191,5,"correct",976.000403660905
"V",131,"Other","banana","plant",5.023881,6,"correct",587.000105760917
"V",133,"Other","olive","plant",5.587249,5,"correct",725.999989237198
"V",135,"Other","lemon","plant",5.631212,5,"correct",617.999717291212
"V",137,"Other","kiwi","plant",3.044522,4,"correct",670.999908092008
"V",138,"Other","owl","animal",4.859812,3,"correct",895.00025214404
"V",139,"Other","magpie","animal",2.995732,6,"correct",894.000200994901
"V",140,"Other","blueberry","plant",2.484907,9,"correct",620.999949119312
"V",141,"Other","reindeer","animal",4.043051,8,"correct",913.0001090168
"V",142,"Other","mushroom","plant",5.537334,8,"correct",715.000326973859
"V",143,"Other","goose","animal",5.267858,5,"correct",574.999976541524
"V",144,"Other","moose","animal",2.70805,5,"correct",588.999891829225
"V",145,"Other","paprika","plant",2.484907,7,"correct",684.000056346178
"V",146,"Other","strawberry","plant",4.75359,10,"correct",707.000236211162
"V",147,"Other","vulture","animal",4.248495,7,"correct",1026.99978440339
"V",148,"Other","beetroot","plant",3.555348,8,"correct",670.00019270207
"V",150,"Other","apple","plant",6.304449,5,"correct",666.99996937428
"V",154,"Other","woodpecker","animal",2.890372,10,"correct",888.000228222983
"V",155,"Other","chicken","animal",6.59987,7,"correct",639.999887133631
"V",160,"Other","hedgehog","animal",3.637586,8,"correct",918.999887555131
"V",162,"Other","asparagus","plant",3.663562,9,"correct",845.000314883247
"V",164,"Other","blackberry","plant",4.060443,10,"correct",795.999852067885
"V",165,"Other","carrot","plant",4.976734,6,"correct",617.999717291212
"V",166,"Other","fox","animal",5.652489,3,"correct",596.000198429084
"V",169,"Other","monkey","animal",5.783825,6,"correct",649.000183859072
"V",171,"Other","tomato","plant",5.545177,6,"correct",616.999985250376
"V",177,"Other","bat","animal",5.918894,3,NA,NA
"V",178,"Other","potato","plant",6.461468,6,"correct",749.000012345602
"V",179,"Other","apricot","plant",3.828641,7,"correct",636.000277715743
"V",181,"Other","broccoli","plant",2.833213,8,"correct",786.999804495528
"W1",33,"English","grape","plant",5.192957,5,NA,NA
"W1",34,"English","monkey","animal",5.783825,6,"correct",561.00005300177
"W1",36,"English","pig","animal",6.660575,3,"correct",590.999989712996
"W1",37,"English","pineapple","plant",3.988984,9,NA,NA
"W1",38,"English","avocado","plant",3.433987,7,"correct",532.999773919653
"W1",41,"English","bat","animal",5.918894,3,"correct",501.999939914756
"W1",43,"English","broccoli","plant",2.833213,8,"correct",512.000191979808
"W1",48,"English","hedgehog","animal",3.637586,8,"correct",714.000026889537
"W1",50,"English","swan","animal",4.962845,4,"correct",570.999880286431
"W1",51,"English","chicken","animal",6.59987,7,"correct",496.999987029976
"W1",52,"English","walnut","plant",4.49981,6,"correct",515.000051158178
"W1",53,"English","mouse","animal",5.805135,5,"correct",481.999945027614
"W1",54,"English","strawberry","plant",4.75359,10,"correct",494.000238509224
"W1",57,"English","radish","plant",3.044522,6,"correct",590.000273229202
"W1",58,"English","elephant","animal",6.063785,8,"correct",466.99987966864
"W1",59,"English","donkey","animal",5.541264,6,"correct",462.999974958074
"W1",65,"English","tortoise","animal",4.624973,8,NA,NA
"W1",68,"English","leek","plant",3.332205,4,"correct",590.999989712996
"W1",69,"English","beetroot","plant",3.555348,8,"correct",683.000095913157
"W1",71,"English","woodpecker","animal",2.890372,10,"correct",581.999739420361
"W1",74,"English","almond","plant",4.204693,6,"correct",568.999752982172
"W1",76,"English","apple","plant",6.304449,5,"correct",539.0002312801
"W1",77,"English","ant","animal",5.347108,3,"correct",561.00005300177
"W1",78,"English","moose","animal",2.70805,5,"correct",470.000143489093
"W1",79,"English","kiwi","plant",3.044522,4,"correct",483.000167285837
"W1",82,"English","cucumber","plant",4.454347,8,"correct",565.999955737
"W1",83,"English","blackberry","plant",4.060443,10,"correct",466.99987966864
"W1",84,"English","beaver","animal",3.951244,6,"correct",520.000097980763
"W1",85,"English","mushroom","plant",5.537334,8,"correct",484.000045149152
"W1",86,"English","eagle","animal",5.117994,5,"correct",458.99990358222
"W1",88,"English","lettuce","plant",4.812184,7,"correct",504.99978321599
"W1",89,"English","lion","animal",6.098074,4,"correct",466.00017049748
"W1",92,"English","olive","plant",5.587249,5,"correct",450.000187756075
"W1",94,"English","bunny","animal",3.332205,5,"correct",486.000182784394
"W1",97,"English","cat","animal",7.086738,3,"correct",494.000238509224
"W1",98,"English","gherkin","plant",2.079442,7,"incorrect",632.999732782793
"W1",99,"English","wasp","animal",4.682131,4,"correct",494.000238509224
"W1",101,"English","owl","animal",4.859812,3,"correct",532.999773919653
"W1",102,"English","paprika","plant",2.484907,7,"incorrect",556.999866360519
"W1",103,"English","whale","animal",5.298317,5,"correct",513.999863556063
"W1",105,"English","goat","animal",6.228511,4,"correct",429.000034779882
"W1",106,"English","peanut","plant",4.59512,6,"correct",456.000086861448
"W1",108,"English","banana","plant",5.023881,6,"correct",483.000167285837
"W1",109,"English","frog","animal",5.129899,4,"correct",464.000207767064
"W1",112,"English","reindeer","animal",4.043051,8,"correct",643.000177315235
"W1",113,"English","sheep","animal",6.577861,5,"correct",421.999867476824
"W1",120,"English","fox","animal",5.652489,3,"correct",671.999771168483
"W1",121,"English","apricot","plant",3.828641,7,"correct",535.000135410654
"W1",123,"English","camel","animal",6.109248,5,"correct",551.999974455044
"W1",124,"English","squid","animal",3.970292,5,"correct",492.000139485804
"W1",128,"English","dolphin","animal",4.007333,7,"correct",506.00016734057
"W1",129,"English","cherry","plant",4.997212,6,"correct",652.000285623885
"W1",130,"English","vulture","animal",4.248495,7,"correct",508.999991575784
"W1",132,"English","stork","animal",3.044522,5,"incorrect",554.000173542032
"W1",133,"English","butterfly","animal",5.214936,9,"correct",513.999863556063
"W1",136,"English","asparagus","plant",3.663562,9,"correct",500.999949356485
"W1",138,"English","bee","animal",5.700444,3,"correct",456.000086861448
"W1",139,"English","pear","plant",4.727388,4,"correct",528.999771547009
"W1",140,"English","horse","animal",7.77191,5,"correct",464.999811401918
"W1",141,"English","magpie","animal",2.995732,6,"correct",498.999952219994
"W1",142,"English","snake","animal",6.120297,5,"correct",486.999940058783
"W1",143,"English","gull","animal",4.418841,4,"correct",500.999949356485
"W1",145,"English","mole","animal",4.60517,4,"correct",469.000108598708
"W1",147,"English","squirrel","animal",4.70953,8,"correct",517.999874509603
"W1",148,"English","goose","animal",5.267858,5,"correct",504.99978321599
"W1",149,"English","dog","animal",7.667626,3,"correct",492.999914196961
"W1",151,"English","potato","plant",6.461468,6,"correct",510.00013988365
"W1",153,"English","shark","animal",5.880533,5,"correct",460.999980178545
"W1",160,"English","lemon","plant",5.631212,5,"correct",549.999846975437
"W1",163,"English","mustard","plant",4.442651,7,"correct",576.999846224847
"W1",165,"English","melon","plant",4.127134,5,"correct",547.000108075187
"W1",166,"English","tomato","plant",5.545177,6,"correct",506.99999817927
"W1",167,"English","spider","animal",4.844187,6,"correct",527.999850203115
"W1",168,"English","blueberry","plant",2.484907,9,"correct",517.000064879146
"W1",172,"English","clove","plant",3.663562,5,"correct",634.000028886799
"W1",173,"English","crocodile","animal",4.615121,9,"correct",513.999863556063
"W1",176,"English","eggplant","plant",1.791759,8,"correct",528.999771547009
"W1",180,"English","carrot","plant",4.976734,6,"correct",567.999762166436
"W1",181,"English","orange","plant",6.378426,6,"correct",492.000139485804
"W2",25,"English","avocado","plant",3.433987,7,"correct",753.999722522052
"W2",28,"English","blueberry","plant",2.484907,9,"correct",683.000095913157
"W2",31,"English","squirrel","animal",4.70953,8,"correct",611.999827102481
"W2",33,"English","mushroom","plant",5.537334,8,"correct",602.999881373519
"W2",34,"English","woodpecker","animal",2.890372,10,"correct",628.999838535443
"W2",35,"English","banana","plant",5.023881,6,"correct",565.000151902281
"W2",36,"English","cat","animal",7.086738,3,"correct",489.999808358748
"W2",45,"English","donkey","animal",5.541264,6,"correct",651.000232922263
"W2",47,"English","potato","plant",6.461468,6,"correct",1086.00054246378
"W2",48,"English","blackberry","plant",4.060443,10,"correct",719.999847352744
"W2",51,"English","owl","animal",4.859812,3,"correct",664.999972963858
"W2",55,"English","lemon","plant",5.631212,5,"correct",599.000240728894
"W2",57,"English","kiwi","plant",3.044522,4,"correct",900.000213008145
"W2",60,"English","bat","animal",5.918894,3,"correct",683.000095913157
"W2",62,"English","grape","plant",5.192957,5,"correct",739.999862213333
"W2",64,"English","hedgehog","animal",3.637586,8,NA,NA
"W2",68,"English","mole","animal",4.60517,4,"correct",712.99970024467
"W2",69,"English","carrot","plant",4.976734,6,"correct",663.999900747655
"W2",74,"English","ant","animal",5.347108,3,"correct",623.999770137519
"W2",75,"English","fox","animal",5.652489,3,"correct",686.999799243275
"W2",76,"English","mustard","plant",4.442651,7,"correct",623.000299795489
"W2",78,"English","lettuce","plant",4.812184,7,"correct",599.000240728894
"W2",80,"English","paprika","plant",2.484907,7,"correct",729.000195365715
"W2",83,"English","cucumber","plant",4.454347,8,"correct",718.999742798614
"W2",85,"English","sheep","animal",6.577861,5,"correct",688.000111501868
"W2",89,"English","lion","animal",6.098074,4,"correct",705.999832329791
"W2",90,"English","vulture","animal",4.248495,7,"correct",888.999790628164
"W2",95,"English","radish","plant",3.044522,6,"correct",912.00000905221
"W2",98,"English","crocodile","animal",4.615121,9,"correct",923.999933803086
"W2",99,"English","snake","animal",6.120297,5,"correct",602.999881373519
"W2",101,"English","strawberry","plant",4.75359,10,"correct",807.000267706195
"W2",102,"English","goose","animal",5.267858,5,"correct",574.999976541524
"W2",107,"English","frog","animal",5.129899,4,"correct",670.00019270207
"W2",111,"English","eagle","animal",5.117994,5,"correct",684.000056346178
"W2",112,"English","moose","animal",2.70805,5,"correct",795.999852067885
"W2",115,"English","wasp","animal",4.682131,4,"correct",1107.00007449154
"W2",118,"English","bee","animal",5.700444,3,"correct",545.000111908544
"W2",119,"English","squid","animal",3.970292,5,"correct",620.999949119312
"W2",121,"English","asparagus","plant",3.663562,9,"correct",848.999841821681
"W2",122,"English","melon","plant",4.127134,5,"correct",688.000111501868
"W2",123,"English","gull","animal",4.418841,4,"correct",616.000022463352
"W2",124,"English","clove","plant",3.663562,5,"correct",563.999858155113
"W2",125,"English","tortoise","animal",4.624973,8,"correct",767.00015235133
"W2",126,"English","horse","animal",7.77191,5,"correct",662.000293969766
"W2",127,"English","tomato","plant",5.545177,6,NA,NA
"W2",128,"English","monkey","animal",5.783825,6,"correct",487.999801943704
"W2",129,"English","dog","animal",7.667626,3,"correct",539.0002312801
"W2",130,"English","swan","animal",4.962845,4,"correct",472.999816243351
"W2",131,"English","pineapple","plant",3.988984,9,"correct",573.999772512614
"W2",132,"English","eggplant","plant",1.791759,8,"correct",531.999739670309
"W2",135,"English","orange","plant",6.378426,6,"correct",510.00013988365
"W2",137,"English","peanut","plant",4.59512,6,"correct",554.999936870732
"W2",138,"English","magpie","animal",2.995732,6,"correct",567.999762166436
"W2",140,"English","shark","animal",5.880533,5,"correct",542.999826275901
"W2",142,"English","leek","plant",3.332205,4,"correct",579.999939946533
"W2",145,"English","butterfly","animal",5.214936,9,"correct",569.999794327737
"W2",146,"English","bunny","animal",3.332205,5,"correct",554.999936870732
"W2",147,"English","apple","plant",6.304449,5,"correct",522.000215125307
"W2",148,"English","goat","animal",6.228511,4,NA,NA
"W2",149,"English","camel","animal",6.109248,5,"correct",590.000273229202
"W2",151,"English","elephant","animal",6.063785,8,"correct",524.999862139415
"W2",152,"English","spider","animal",4.844187,6,"correct",554.000173542032
"W2",154,"English","stork","animal",3.044522,5,"correct",590.999989712996
"W2",155,"English","broccoli","plant",2.833213,8,"correct",774.999977251156
"W2",157,"English","mouse","animal",5.805135,5,"correct",875.000099437093
"W2",159,"English","apricot","plant",3.828641,7,"correct",730.0003400761
"W2",161,"English","walnut","plant",4.49981,6,"correct",623.999770137519
"W2",162,"English","almond","plant",4.204693,6,"correct",529.999996530531
"W2",163,"English","olive","plant",5.587249,5,"correct",496.000036344437
"W2",165,"English","beaver","animal",3.951244,6,"correct",464.999811401918
"W2",166,"English","gherkin","plant",2.079442,7,"correct",820.999910139562
"W2",169,"English","dolphin","animal",4.007333,7,"correct",590.000273229202
"W2",170,"English","reindeer","animal",4.043051,8,"correct",666.99996937428
"W2",171,"English","chicken","animal",6.59987,7,"correct",485.000052895323
"W2",174,"English","beetroot","plant",3.555348,8,"correct",617.999717291212
"W2",175,"English","pig","animal",6.660575,3,"correct",502.999914439838
"W2",176,"English","pear","plant",4.727388,4,"correct",490.999937252894
"W2",179,"English","whale","animal",5.298317,5,"correct",640.999707113917
"W2",183,"English","cherry","plant",4.997212,6,NA,NA
"Z",24,"Other","radish","plant",3.044522,6,"correct",767.00015235133
"Z",25,"Other","leek","plant",3.332205,4,"correct",555.9998363967
"Z",28,"Other","potato","plant",6.461468,6,"correct",606.000008441996
"Z",30,"Other","squid","animal",3.970292,5,"correct",640.999707113917
"Z",31,"Other","grape","plant",5.192957,5,"correct",596.000198429084
"Z",34,"Other","paprika","plant",2.484907,7,"incorrect",743.99997408418
"Z",36,"Other","monkey","animal",5.783825,6,"correct",726.999652833214
"Z",38,"Other","cucumber","plant",4.454347,8,"correct",888.999790628164
"Z",39,"Other","dolphin","animal",4.007333,7,"correct",774.999977251156
"Z",40,"Other","bee","animal",5.700444,3,"correct",578.999723485302
"Z",49,"Other","stork","animal",3.044522,5,"correct",1225.99985717572
"Z",50,"Other","elephant","animal",6.063785,8,"correct",827.000252215446
"Z",51,"Other","camel","animal",6.109248,5,"correct",822.999834842788
"Z",52,"Other","orange","plant",6.378426,6,"correct",632.999732782793
"Z",57,"Other","moose","animal",2.70805,5,"correct",739.999862213333
"Z",59,"Other","bat","animal",5.918894,3,"correct",607.000126826898
"Z",61,"Other","butterfly","animal",5.214936,9,"correct",783.000238039238
"Z",63,"Other","goose","animal",5.267858,5,"correct",670.999908092008
"Z",64,"Other","olive","plant",5.587249,5,"correct",578.000075907371
"Z",65,"Other","banana","plant",5.023881,6,"correct",573.999772512614
"Z",70,"Other","beetroot","plant",3.555348,8,"correct",1146.99986565262
"Z",73,"Other","pig","animal",6.660575,3,NA,NA
"Z",74,"Other","apricot","plant",3.828641,7,"correct",634.000028886799
"Z",75,"Other","lettuce","plant",4.812184,7,"correct",795.999852067885
"Z",77,"Other","spider","animal",4.844187,6,"correct",790.000043085758
"Z",78,"Other","mole","animal",4.60517,4,"correct",809.999799390173
"Z",79,"Other","broccoli","plant",2.833213,8,"correct",948.000471862357
"Z",81,"Other","carrot","plant",4.976734,6,"correct",614.000044117656
"Z",82,"Other","mouse","animal",5.805135,5,"correct",569.999794327737
"Z",84,"Other","almond","plant",4.204693,6,"incorrect",888.000228222983
"Z",86,"Other","chicken","animal",6.59987,7,"correct",625.999767691382
"Z",87,"Other","snake","animal",6.120297,5,"correct",683.000095913157
"Z",88,"Other","fox","animal",5.652489,3,"correct",540.999849144075
"Z",89,"Other","woodpecker","animal",2.890372,10,"correct",997.999724241197
"Z",91,"Other","dog","animal",7.667626,3,"correct",853.000385989685
"Z",96,"Other","eagle","animal",5.117994,5,"correct",670.999908092008
"Z",101,"Other","tortoise","animal",4.624973,8,"incorrect",811.999723788764
"Z",106,"Other","whale","animal",5.298317,5,"correct",699.00018017859
"Z",110,"Other","pear","plant",4.727388,4,"correct",587.000105760917
"Z",111,"Other","hedgehog","animal",3.637586,8,"correct",1130.00009977179
"Z",112,"Other","reindeer","animal",4.043051,8,"correct",936.999735542636
"Z",117,"Other","gull","animal",4.418841,4,"correct",878.00035678844
"Z",119,"Other","crocodile","animal",4.615121,9,"correct",956.000083122864
"Z",123,"Other","beaver","animal",3.951244,6,"correct",714.000026889537
"Z",125,"Other","magpie","animal",2.995732,6,"correct",1307.0003742932
"Z",129,"Other","wasp","animal",4.682131,4,"incorrect",1096.99949507819
"Z",131,"Other","sheep","animal",6.577861,5,"correct",672.999778149135
"Z",132,"Other","ant","animal",5.347108,3,"correct",555.9998363967
"Z",133,"Other","walnut","plant",4.49981,6,"incorrect",814.999907708702
"Z",135,"Other","vulture","animal",4.248495,7,"correct",902.000432903617
"Z",136,"Other","asparagus","plant",3.663562,9,"incorrect",854.999599059164
"Z",138,"Other","mustard","plant",4.442651,7,"correct",749.999845102249
"Z",139,"Other","donkey","animal",5.541264,6,"correct",705.999832329791
"Z",141,"Other","blueberry","plant",2.484907,9,NA,NA
"Z",144,"Other","clove","plant",3.663562,5,"correct",632.999732782793
"Z",145,"Other","gherkin","plant",2.079442,7,"incorrect",997.000229348074
"Z",146,"Other","apple","plant",6.304449,5,"correct",565.999955737
"Z",149,"Other","bunny","animal",3.332205,5,"correct",641.999805031075
"Z",151,"Other","goat","animal",6.228511,4,"correct",554.000173542032
"Z",152,"Other","peanut","plant",4.59512,6,"correct",686.00025538009
"Z",154,"Other","kiwi","plant",3.044522,4,"correct",699.00018017859
"Z",157,"Other","pineapple","plant",3.988984,9,"correct",877.000006689595
"Z",159,"Other","lion","animal",6.098074,4,"correct",594.999758700399
"Z",161,"Other","shark","animal",5.880533,5,"correct",785.00022154084
"Z",162,"Other","blackberry","plant",4.060443,10,"correct",726.999652833214
"Z",163,"Other","lemon","plant",5.631212,5,"correct",625.999767691382
"Z",165,"Other","tomato","plant",5.545177,6,"correct",558.000020991229
"Z",167,"Other","strawberry","plant",4.75359,10,"correct",661.000105858044
"Z",168,"Other","eggplant","plant",1.791759,8,"correct",873.000387752114
"Z",171,"Other","cherry","plant",4.997212,6,"correct",551.999974455044
"Z",173,"Other","melon","plant",4.127134,5,"correct",684.000056346178
"Z",175,"Other","owl","animal",4.859812,3,"correct",817.999724658999
"Z",176,"Other","cat","animal",7.086738,3,"correct",520.000097980763
"Z",177,"Other","mushroom","plant",5.537334,8,"correct",780.999882975214
"Z",178,"Other","swan","animal",4.962845,4,"correct",668.999959774217
"Z",179,"Other","squirrel","animal",4.70953,8,"correct",864.000199753319
"Z",181,"Other","avocado","plant",3.433987,7,"correct",881.999950602012
"Z",182,"Other","frog","animal",5.129899,4,"correct",501.999939914756
"Z",185,"Other","horse","animal",7.77191,5,"correct",608.999836964695
"22",23,"OTHER","dog","animal",7.667626,3,"correct",541.339663009671
"22",25,"OTHER","apricot","plant",3.828641,7,"incorrect",517.753322562929
"22",31,"OTHER","beaver","animal",3.951244,6,"correct",562.204191329741
"22",32,"OTHER","dolphin","animal",4.007333,7,"correct",589.360617953919
"22",33,"OTHER","walnut","plant",4.49981,6,"correct",592.366438202738
"22",36,"OTHER","camel","animal",6.109248,5,"correct",547.35789174054
"22",39,"OTHER","olive","plant",5.587249,5,NA,NA
"22",42,"OTHER","whale","animal",5.298317,5,"correct",427.118675825425
"22",44,"OTHER","donkey","animal",5.541264,6,"correct",510.74245039011
"22",45,"OTHER","lettuce","plant",4.812184,7,"correct",499.936015373202
"22",46,"OTHER","gull","animal",4.418841,4,"correct",432.079918059841
"22",50,"OTHER","goat","animal",6.228511,4,"correct",331.569674255861
"22",53,"OTHER","hedgehog","animal",3.637586,8,"correct",455.821321474403
"22",54,"OTHER","spider","animal",4.844187,6,"correct",492.812678318744
"22",55,"OTHER","squid","animal",3.970292,5,"correct",432.52904710557
"22",57,"OTHER","mustard","plant",4.442651,7,"correct",459.741373272884
"22",59,"OTHER","radish","plant",3.044522,6,"correct",469.336913748902
"22",63,"OTHER","lemon","plant",5.631212,5,"correct",508.211103708457
"22",65,"OTHER","chicken","animal",6.59987,7,"correct",491.864301989703
"22",66,"OTHER","lion","animal",6.098074,4,"correct",931.745058503852
"22",67,"OTHER","paprika","plant",2.484907,7,"correct",471.521669114809
"22",68,"OTHER","moose","animal",2.70805,5,"correct",512.203627634203
"22",71,"OTHER","cherry","plant",4.997212,6,"correct",504.36177295163
"22",72,"OTHER","reindeer","animal",4.043051,8,"incorrect",534.479107479714
"22",73,"OTHER","owl","animal",4.859812,3,"correct",441.678004034287
"22",74,"OTHER","asparagus","plant",3.663562,9,"correct",537.769687183948
"22",79,"OTHER","mouse","animal",5.805135,5,"correct",372.251210121835
"22",83,"OTHER","kiwi","plant",3.044522,4,"correct",521.743853666894
"22",84,"OTHER","bee","animal",5.700444,3,"correct",528.105065940373
"22",85,"OTHER","leek","plant",3.332205,4,"correct",873.24382646976
"22",87,"OTHER","woodpecker","animal",2.890372,10,"correct",527.607505796797
"22",90,"OTHER","shark","animal",5.880533,5,"correct",487.804910470834
"22",91,"OTHER","vulture","animal",4.248495,7,"correct",684.950423752713
"22",92,"OTHER","avocado","plant",3.433987,7,"correct",382.213232544778
"22",93,"OTHER","crocodile","animal",4.615121,9,"correct",355.283603511147
"22",94,"OTHER","frog","animal",5.129899,4,"correct",410.454517994773
"22",95,"OTHER","cucumber","plant",4.454347,8,"correct",469.130892071413
"22",99,"OTHER","eagle","animal",5.117994,5,"correct",424.127830099134
"22",100,"OTHER","tomato","plant",5.545177,6,"correct",469.511105327498
"22",101,"OTHER","broccoli","plant",2.833213,8,"correct",515.954595097411
"22",103,"OTHER","eggplant","plant",1.791759,8,"correct",468.181463555627
"22",105,"OTHER","strawberry","plant",4.75359,10,"correct",429.020850333933
"22",107,"OTHER","stork","animal",3.044522,5,"correct",697.442991586366
"22",108,"OTHER","blackberry","plant",4.060443,10,"correct",526.918053515335
"22",110,"OTHER","clove","plant",3.663562,5,"correct",528.578040199053
"22",111,"OTHER","bunny","animal",3.332205,5,"correct",467.799661529206
"22",112,"OTHER","horse","animal",7.77191,5,"correct",386.357700820566
"22",115,"OTHER","mole","animal",4.60517,4,"correct",641.039200214279
"22",116,"OTHER","ant","animal",5.347108,3,"correct",466.612136483066
"22",117,"OTHER","goose","animal",5.267858,5,"correct",381.808364382724
"22",122,"OTHER","pear","plant",4.727388,4,"correct",502.33591126733
"22",123,"OTHER","snake","animal",6.120297,5,"correct",461.314940762421
"22",125,"OTHER","bat","animal",5.918894,3,"correct",485.276603943117
"22",126,"OTHER","wasp","animal",4.682131,4,"correct",459.471272639547
"22",134,"OTHER","monkey","animal",5.783825,6,"correct",548.419318783319
"22",135,"OTHER","banana","plant",5.023881,6,"correct",519.476729346389
"22",141,"OTHER","potato","plant",6.461468,6,"correct",462.325348464832
"22",142,"OTHER","carrot","plant",4.976734,6,"correct",543.837209780788
"22",143,"OTHER","orange","plant",6.378426,6,"correct",529.137124068497
"22",146,"OTHER","pineapple","plant",3.988984,9,"correct",554.669546694455
"22",148,"OTHER","sheep","animal",6.577861,5,"correct",479.856532449618
"22",149,"OTHER","melon","plant",4.127134,5,"correct",483.645728976918
"22",150,"OTHER","butterfly","animal",5.214936,9,"correct",401.967352582894
"22",152,"OTHER","magpie","animal",2.995732,6,"correct",521.150386790476
"22",153,"OTHER","blueberry","plant",2.484907,9,"correct",438.650951502307
